"REF_DATE","GEO","DGUID","Land use","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1941","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","473024","","","","0"
"1946","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","","..","","","0"
"1951","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","443254","","","","0"
"1956","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","431178","","","","0"
"1961","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","388562","","","","0"
"1966","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","375135","","","","0"
"1971","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","313482","","","","0"
"1976","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","295839","","","","0"
"1981","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","283024","","","","0"
"1986","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","272433","","","","0"
"1991","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","258875","","","","0"
"1996","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","265217","","","","0"
"2001","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","261482","","","","0"
"2006","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","250859","","","","0"
"2011","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","240514","","","","0"
"2016","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","232893","","","","0"
"2021","Prince Edward Island","2016A000211","Total area of farms","Hectares","Hectares","149","units","0","v62725923","3.1.3","204234","","","","0"
"1921","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","89","","","","0"
"1926","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","","..","","","0"
"1931","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","93","","","","0"
"1936","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","","..","","","0"
"1941","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","96","","","","0"
"1946","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","","..","","","0"
"1951","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","108","","","","0"
"1956","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","113","","","","0"
"1961","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","131","","","","0"
"1966","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","146","","","","0"
"1971","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","171","","","","0"
"1976","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","199","","","","0"
"1981","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","222","","","","0"
"1986","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","238","","","","0"
"1991","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","271","","","","0"
"1996","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","296","","","","0"
"2001","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","350","","","","0"
"2006","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","365","","","","0"
"2011","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","398","","","","0"
"2016","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","425","","","","0"
"2021","Prince Edward Island","2016A000211","Total area of farms","Average area in acres","Acres","28","units","0","v62725924","3.1.4","422","","","","0"
"1956","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","9169","","","","0"
"1961","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","7161","","","","0"
"1966","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","6184","","","","0"
"1971","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","4289","","","","0"
"1976","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","3525","","","","0"
"1981","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","2955","","","","0"
"1986","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","2511","","","","0"
"1991","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","2090","","","","0"
"1996","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","1938","","","","0"
"2001","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","1684","","","","0"
"2006","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","1524","","","","0"
"2011","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","1335","","","","0"
"2016","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","1218","","","","0"
"2021","Prince Edward Island","2016A000211","Land in crops","Number of farms reporting","Number","223","units","0","v62725925","3.2.1","1068","","","","0"
"1921","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","461322","","","","0"
"1926","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","","..","","","0"
"1931","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","497114","","","","0"
"1936","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","","..","","","0"
"1941","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","470351","","","","0"
"1946","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","","..","","","0"
"1951","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","426210","","","","0"
"1956","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","419099","","","","0"
"1961","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","391112","","","","0"
"1966","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","398373","","","","0"
"1971","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","351384","","","","0"
"1976","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","391534","","","","0"
"1981","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","391118","","","","0"
"1986","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","386715","","","","0"
"1991","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","380796","","","","0"
"1996","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","420971","","","","0"
"2001","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","433641","","","","0"
"2006","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","423281","","","","0"
"2011","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","410712","","","","0"
"2016","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","400322","","","","0"
"2021","Prince Edward Island","2016A000211","Land in crops","Acres","Acres","28","units","0","v62725926","3.2.2","375141","","","","0"
"1921","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","186690","","","","0"
"1926","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","","..","","","0"
"1931","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","201175","","","","0"
"1936","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","","..","","","0"
"1941","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","190344","","","","0"
"1946","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","","..","","","0"
"1951","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","172481","","","","0"
"1956","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","169603","","","","0"
"1961","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","158277","","","","0"
"1966","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","161216","","","","0"
"1971","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","142200","","","","0"
"1976","Prince Edward Island","2016A000211","Land in crops","Hectares","Hectares","149","units","0","v62725927","3.2.3","158448","","","","0"
